name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;312;0;335;3063;955;3063;932;0
header;115;143;115;176;1736;176;1736;143
A;914;210;914;239;937;239;937;210
A;889;261;889;269;896;269;896;261
B;369;664;369;679;393;679;393;664
B;913;895;913;923;934;923;934;895
A;892;1090;892;1095;897;1095;897;1090
C;910;1566;910;1596;932;1596;932;1566
D;913;2234;913;2262;935;2262;935;2234
B;383;2272;383;2298;398;2298;398;2272
A;618;2328;618;2334;625;2334;625;2328
A;890;2388;890;2401;897;2401;897;2388
A;450;2694;450;2707;462;2707;462;2694
B;918;2871;918;2889;940;2889;940;2871
A;915;2912;915;2912;917;2912;917;2912
